StyleNumber,METAL,PRICE,ATTRIBUTE,TotalWeight,Collection,ImageURL
INS-7078CU-2T,14KT,5940,2,0.65,INSIGNIA,
INS-7078CU-2T,18KT,6940,2,0.65,INSIGNIA,
INS-7078CU-2T,PLAT,6440,2,0.65,INSIGNIA,
INS-7078W,14KT,3860,0,0.3,INSIGNIA,
INS-7078W,18KT,4860,0,0.3,INSIGNIA,
INS-7078W,PLAT,4360,0,0.3,INSIGNIA,
INS-7078W-2T,14KT,3860,0,0.3,INSIGNIA,
INS-7078W-2T,18KT,4860,0,0.3,INSIGNIA,
INS-7078W-2T,PLAT,4360,0,0.3,INSIGNIA,
INS-7079R,14KT,5800,4,0.65,INSIGNIA,
INS-7079R,18KT,6800,4,0.65,INSIGNIA,
INS-7079R,PLAT,6300,4,0.65,INSIGNIA,
INS-7079R-2T,14KT,5800,4,0.65,INSIGNIA,
INS-7079R-2T,18KT,6800,4,0.65,INSIGNIA,
INS-7079R-2T,PLAT,6300,4,0.65,INSIGNIA,
INS-7079W,14KT,4520,0,0.35,INSIGNIA,
INS-7079W,18KT,5520,0,0.35,INSIGNIA,
INS-7079W,PLAT,5020,0,0.35,INSIGNIA,
INS-7081R,14KT,5940,3,0.6,INSIGNIA,
INS-7081R,18KT,6940,3,0.6,INSIGNIA,
INS-7081R,PLAT,6440,3,0.6,INSIGNIA,
INS-7082-2T,14KT,5020,3,0.3,INSIGNIA,
INS-7082-2T,18KT,6020,3,0.3,INSIGNIA,
INS-7082-2T,PLAT,5520,3,0.3,INSIGNIA,
INS-7082R,14KT,5020,3,0.3,INSIGNIA,
INS-7082R,18KT,6020,3,0.3,INSIGNIA,
INS-7082R,PLAT,5520,3,0.3,INSIGNIA,
INS-7082W,14KT,3140,0,0.2,INSIGNIA,
INS-7082W,18KT,4140,0,0.2,INSIGNIA,
INS-7082W,PLAT,3640,0,0.2,INSIGNIA,
INS-7084CU,14KT,6700,3,0.55,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7084CU.jpg
INS-7084CU,18KT,7700,3,0.55,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7084CU.jpg
INS-7084CU,PLAT,7200,3,0.55,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7084CU.jpg
INS-7084CU-2RW,14KT,6700,3,0.55,INSIGNIA,
INS-7084CU-2RW,18KT,7700,3,0.55,INSIGNIA,
INS-7084CU-2RW,PLAT,7200,3,0.55,INSIGNIA,
INS-7084CU-2T,14KT,6700,3,0.55,INSIGNIA,
INS-7084CU-2T,18KT,7700,3,0.55,INSIGNIA,
INS-7084CU-2T,PLAT,7200,3,0.55,INSIGNIA,
INS-7084CU-2WR,14KT,6700,3,0.55,INSIGNIA,
INS-7084CU-2WR,18KT,7700,3,0.55,INSIGNIA,
INS-7084CU-2WR,PLAT,7200,3,0.55,INSIGNIA,
INS-7084P,14KT,6700,3,0.55,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7084P.jpg
INS-7084P,18KT,7700,3,0.55,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7084P.jpg
INS-7084P,PLAT,7200,3,0.55,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7084P.jpg
INS-7084P-2T,14KT,6700,3,0.55,INSIGNIA,
INS-7084P-2T,18KT,7700,3,0.55,INSIGNIA,
INS-7084P-2T,PLAT,7200,3,0.55,INSIGNIA,
INS-7084R,14KT,6700,3,0.55,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7084R.jpg
INS-7084R,18KT,7700,3,0.55,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7084R.jpg
INS-7084R,PLAT,7200,3,0.55,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7084R.jpg
INS-7084R-2T,14KT,6700,3,0.55,INSIGNIA,
INS-7084R-2T,18KT,7700,3,0.55,INSIGNIA,
INS-7084R-2T,PLAT,7200,3,0.55,INSIGNIA,
INS-7084W,14KT,4260,0,0.3,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7084W.jpg
INS-7084W,18KT,5260,0,0.3,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7084W.jpg
INS-7084W,PLAT,4760,0,0.3,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7084W.jpg
INS-7084W-2RW,14KT,4260,0,0.3,INSIGNIA,
INS-7084W-2RW,18KT,5260,0,0.3,INSIGNIA,
INS-7084W-2RW,PLAT,4760,0,0.3,INSIGNIA,
INS-7084W-2T,14KT,4260,0,0.3,INSIGNIA,
INS-7084W-2T,18KT,5260,0,0.3,INSIGNIA,
INS-7084W-2T,PLAT,4760,0,0.3,INSIGNIA,
INS-7084W-2WR,14KT,4260,0,0.3,INSIGNIA,
INS-7084W-2WR,18KT,5260,0,0.3,INSIGNIA,
INS-7084W-2WR,PLAT,4760,0,0.3,INSIGNIA,
INS-7084WSB,14KT,2820,0,0.2,INSIGNIA,
INS-7084WSB,18KT,3820,0,0.2,INSIGNIA,
INS-7084WSB,PLAT,3320,0,0.2,INSIGNIA,
INS-7085CU,14KT,6600,3,0.65,INSIGNIA,
INS-7085CU,18KT,7600,3,0.65,INSIGNIA,
INS-7085CU,PLAT,7100,3,0.65,INSIGNIA,
INS-7085R,14KT,6600,3,0.65,INSIGNIA,
INS-7085R,18KT,7600,3,0.65,INSIGNIA,
INS-7085R,PLAT,7100,3,0.65,INSIGNIA,
INS-7085W,14KT,4660,0,0.4,INSIGNIA,
INS-7085W,18KT,5660,0,0.4,INSIGNIA,
INS-7085W,PLAT,5160,0,0.4,INSIGNIA,
INS-7086CU,14KT,6980,3,0.8,INSIGNIA,
INS-7086CU,18KT,7980,3,0.8,INSIGNIA,
INS-7086CU,PLAT,7480,3,0.8,INSIGNIA,
INS-7086CU-2T,14KT,6980,3,0.8,INSIGNIA,
INS-7086CU-2T,18KT,7980,3,0.8,INSIGNIA,
INS-7086CU-2T,PLAT,7480,3,0.8,INSIGNIA,
INS-7086P,14KT,6980,3,0.75,INSIGNIA,
INS-7086P,18KT,7980,3,0.75,INSIGNIA,
INS-7086P,PLAT,7480,3,0.75,INSIGNIA,
INS-7086P-2T,14KT,6980,3,0.85,INSIGNIA,
INS-7086P-2T,18KT,7980,3,0.85,INSIGNIA,
INS-7086P-2T,PLAT,7480,3,0.85,INSIGNIA,
INS-7086R,14KT,6980,3,0.75,INSIGNIA,
INS-7086R,18KT,7980,3,0.75,INSIGNIA,
INS-7086R,PLAT,7480,3,0.75,INSIGNIA,
INS-7086R-2T,14KT,6980,3,0.75,INSIGNIA,
INS-7086R-2T,18KT,7980,3,0.75,INSIGNIA,
INS-7086R-2T,PLAT,7480,3,0.75,INSIGNIA,
INS-7086W,14KT,4720,0,0.35,INSIGNIA,
INS-7086W,18KT,5720,0,0.35,INSIGNIA,
INS-7086W,PLAT,5220,0,0.35,INSIGNIA,
INS-7086W-2T,14KT,4720,0,0.35,INSIGNIA,
INS-7086W-2T,18KT,5720,0,0.35,INSIGNIA,
INS-7086W-2T,PLAT,5220,0,0.35,INSIGNIA,
INS-7086WSB,14KT,3040,0,0.2,INSIGNIA,
INS-7086WSB,18KT,4040,0,0.2,INSIGNIA,
INS-7086WSB,PLAT,3540,0,0.2,INSIGNIA,
INS-7087R,14KT,6240,3,0.5,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7087R.jpg
INS-7087R,18KT,7240,3,0.5,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7087R.jpg
INS-7087R,PLAT,6740,3,0.5,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7087R.jpg
INS-7087R-2RW,14KT,6240,3,0.5,INSIGNIA,
INS-7087R-2RW,18KT,7240,3,0.5,INSIGNIA,
INS-7087R-2RW,PLAT,6740,3,0.5,INSIGNIA,
INS-7087R-2T,14KT,6240,3,0.5,INSIGNIA,
INS-7087R-2T,18KT,7240,3,0.5,INSIGNIA,
INS-7087R-2T,PLAT,6740,3,0.5,INSIGNIA,
INS-7087R-2WR,14KT,6240,3,0.5,INSIGNIA,
INS-7087R-2WR,18KT,7240,3,0.5,INSIGNIA,
INS-7087R-2WR,PLAT,6740,3,0.5,INSIGNIA,
INS-7087W,14KT,4560,0,0.3,INSIGNIA,
INS-7087W,18KT,5560,0,0.3,INSIGNIA,
INS-7087W,PLAT,5060,0,0.3,INSIGNIA,
INS-7087W-2RW,14KT,4560,0,0.3,INSIGNIA,
INS-7087W-2RW,18KT,5560,0,0.3,INSIGNIA,
INS-7087W-2RW,PLAT,5060,0,0.3,INSIGNIA,
INS-7087W-2WR,14KT,4560,0,0.3,INSIGNIA,
INS-7087W-2WR,18KT,5560,0,0.3,INSIGNIA,
INS-7087W-2WR,PLAT,5060,0,0.3,INSIGNIA,
INS-7087WSB,14KT,2820,0,0.2,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7087WSB.jpg
INS-7087WSB,18KT,3820,0,0.2,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7087WSB.jpg
INS-7087WSB,PLAT,3320,0,0.2,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7087WSB.jpg
INS-7088R-2RW,14KT,8600,3,0.95,INSIGNIA,
INS-7088R-2RW,18KT,9600,3,0.95,INSIGNIA,
INS-7088R-2RW,PLAT,9100,3,0.95,INSIGNIA,
INS-7088R-2WR,14KT,8600,3,0.95,INSIGNIA,
INS-7088R-2WR,18KT,9600,3,0.95,INSIGNIA,
INS-7088R-2WR,PLAT,9100,3,0.95,INSIGNIA,
INS-7088W-2RW,14KT,5900,0,0.6,INSIGNIA,
INS-7088W-2RW,18KT,6900,0,0.6,INSIGNIA,
INS-7088W-2RW,PLAT,6400,0,0.6,INSIGNIA,
INS-7088W-2WR,14KT,5900,0,0.6,INSIGNIA,
INS-7088W-2WR,18KT,6900,0,0.6,INSIGNIA,
INS-7088W-2WR,PLAT,6400,0,0.6,INSIGNIA,
INS-7089R-2RW,14KT,8160,3,0.8,INSIGNIA,
INS-7089R-2RW,18KT,9160,3,0.8,INSIGNIA,
INS-7089R-2RW,PLAT,8660,3,0.8,INSIGNIA,
INS-7089R-2WR,14KT,8160,3,0.8,INSIGNIA,
INS-7089R-2WR,18KT,9160,3,0.8,INSIGNIA,
INS-7089R-2WR,PLAT,8660,3,0.8,INSIGNIA,
INS-7089W-2RW,14KT,5700,0,0.5,INSIGNIA,
INS-7089W-2RW,18KT,6700,0,0.5,INSIGNIA,
INS-7089W-2RW,PLAT,6200,0,0.5,INSIGNIA,
INS-7089W-2WR,14KT,5700,0,0.5,INSIGNIA,
INS-7089W-2WR,18KT,6700,0,0.5,INSIGNIA,
INS-7089W-2WR,PLAT,6200,0,0.5,INSIGNIA,
INS-7090R-2WR,14KT,5900,2,0.4,INSIGNIA,
INS-7090R-2WR,18KT,6900,2,0.4,INSIGNIA,
INS-7090R-2WR,PLAT,6400,2,0.4,INSIGNIA,
INS-7090W-2WR,14KT,4720,0,0.35,INSIGNIA,
INS-7090W-2WR,18KT,5720,0,0.35,INSIGNIA,
INS-7090W-2WR,PLAT,5220,0,0.35,INSIGNIA,
INS-7091R-2WR,14KT,6640,2,0.4,INSIGNIA,
INS-7091R-2WR,18KT,7640,2,0.4,INSIGNIA,
INS-7091R-2WR,PLAT,7140,2,0.4,INSIGNIA,
INS-7091W-2RW,14KT,4660,0,0.25,INSIGNIA,
INS-7091W-2RW,18KT,5660,0,0.25,INSIGNIA,
INS-7091W-2RW,PLAT,5160,0,0.25,INSIGNIA,
INS-7091W-2WR,14KT,4660,0,0.25,INSIGNIA,
INS-7091W-2WR,18KT,5660,0,0.25,INSIGNIA,
INS-7091W-2WR,PLAT,5160,0,0.25,INSIGNIA,
INS-7091WSB,14KT,2820,0,0.2,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7091WSB.jpg
INS-7091WSB,18KT,3820,0,0.2,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7091WSB.jpg
INS-7091WSB,PLAT,3320,0,0.2,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7091WSB.jpg
INS-7092OV,14KT,4560,2,0.35,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7092OV.jpg
INS-7092OV,18KT,5560,2,0.35,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7092OV.jpg
INS-7092OV,PLAT,5060,2,0.35,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7092OV.jpg
INS-7092R,14KT,4560,2,0.35,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7092R.jpg
INS-7092R,18KT,5560,2,0.35,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7092R.jpg
INS-7092R,PLAT,5060,2,0.35,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7092R.jpg
INS-7092W,14KT,3100,0,0.25,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7092W.jpg
INS-7092W,18KT,4100,0,0.25,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7092W.jpg
INS-7092W,PLAT,3600,0,0.25,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7092W.jpg
INS-7093R,14KT,4320,1,0.35,INSIGNIA,
INS-7093R,18KT,5320,1,0.35,INSIGNIA,
INS-7093R,PLAT,4820,1,0.35,INSIGNIA,
INS-7093TR,14KT,5240,2,0.5,INSIGNIA,
INS-7093TR,18KT,6240,2,0.5,INSIGNIA,
INS-7093TR,PLAT,5740,2,0.5,INSIGNIA,
INS-7094OV,14KT,4420,2,0.35,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7094OV.jpg
INS-7094OV,18KT,5420,2,0.35,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7094OV.jpg
INS-7094OV,PLAT,4920,2,0.35,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7094OV.jpg
INS-7094R,14KT,4420,2,0.35,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7094R.jpg
INS-7094R,18KT,5420,2,0.35,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7094R.jpg
INS-7094R,PLAT,4920,2,0.35,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7094R.jpg
INS-7094W,14KT,3100,0,0.25,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7094W.jpg
INS-7094W,18KT,4100,0,0.25,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7094W.jpg
INS-7094W,PLAT,3600,0,0.25,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7094W.jpg
INS-7095R,14KT,4260,1,0.35,INSIGNIA,
INS-7095R,18KT,5260,1,0.35,INSIGNIA,
INS-7095R,PLAT,4760,1,0.35,INSIGNIA,
INS-7097R,14KT,4260,1,0.45,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7097R.jpg
INS-7097R,18KT,5260,1,0.45,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7097R.jpg
INS-7097R,PLAT,4760,1,0.45,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7097R.jpg
INS-7097W,14KT,4220,0,0.45,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7097W.jpg
INS-7097W,18KT,5220,0,0.45,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7097W.jpg
INS-7097W,PLAT,4720,0,0.45,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7097W.jpg
INS-7098R,14KT,5900,1,0.7,INSIGNIA,
INS-7098R,18KT,6900,1,0.7,INSIGNIA,
INS-7098R,PLAT,6400,1,0.7,INSIGNIA,
INS-7098W,14KT,5500,0,0.75,INSIGNIA,
INS-7098W,18KT,6500,0,0.75,INSIGNIA,
INS-7098W,PLAT,6000,0,0.75,INSIGNIA,
INS-7099OV,14KT,4720,2,0.35,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7099OV.jpg
INS-7099OV,18KT,5720,2,0.35,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7099OV.jpg
INS-7099OV,PLAT,5220,2,0.35,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7099OV.jpg
INS-7099PS,14KT,4720,2,0.4,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/Guide/INS-7099PS.png
INS-7099PS,18KT,5720,2,0.4,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/Guide/INS-7099PS.png
INS-7099PS,PLAT,5220,2,0.4,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/Guide/INS-7099PS.png
INS-7099R,14KT,4720,2,0.35,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7099R.jpg
INS-7099R,18KT,5720,2,0.35,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7099R.jpg
INS-7099R,PLAT,5220,2,0.35,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7099R.jpg
INS-7099W,14KT,4220,0,0.35,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7099W.jpg
INS-7099W,18KT,5220,0,0.35,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7099W.jpg
INS-7099W,PLAT,4720,0,0.35,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7099W.jpg
INS-7099WSB,14KT,2980,0,0.25,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7099WSB.jpg
INS-7099WSB,18KT,3980,0,0.25,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7099WSB.jpg
INS-7099WSB,PLAT,3480,0,0.25,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7099WSB.jpg
INS-7100OV,14KT,6700,2,0.8,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7100OV.jpg
INS-7100OV,18KT,7700,2,0.8,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7100OV.jpg
INS-7100OV,PLAT,7200,2,0.8,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7100OV.jpg
INS-7100PS,14KT,6700,2,0.8,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7100PS.jpg
INS-7100PS,18KT,7700,2,0.8,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7100PS.jpg
INS-7100PS,PLAT,7200,2,0.8,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7100PS.jpg
INS-7100R,14KT,6700,2,0.8,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7100R.jpg
INS-7100R,18KT,7700,2,0.8,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7100R.jpg
INS-7100R,PLAT,7200,2,0.8,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7100R.jpg
INS-7100W,14KT,6240,0,0.8,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7100W.jpg
INS-7100W,18KT,7240,0,0.8,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7100W.jpg
INS-7100W,PLAT,6740,0,0.8,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7100W.jpg
INS-7101CU,14KT,7400,3,0.95,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7101CU.jpg
INS-7101CU,18KT,8400,3,0.95,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7101CU.jpg
INS-7101CU,PLAT,7900,3,0.95,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7101CU.jpg
INS-7101OV,14KT,7400,3,0.8,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7101OV.jpg
INS-7101OV,18KT,8400,3,0.8,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7101OV.jpg
INS-7101OV,PLAT,7900,3,0.8,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7101OV.jpg
INS-7101PS,14KT,7400,3,0.8,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7101PS.jpg
INS-7101PS,18KT,8400,3,0.8,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7101PS.jpg
INS-7101PS,PLAT,7900,3,0.8,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7101PS.jpg
INS-7101R,14KT,7400,3,0.9,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7101R.jpg
INS-7101R,18KT,8400,3,0.9,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7101R.jpg
INS-7101R,PLAT,7900,3,0.9,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7101R.jpg
INS-7101W,14KT,5200,0,0.55,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7101W.jpg
INS-7101W,18KT,6200,0,0.55,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7101W.jpg
INS-7101W,PLAT,5700,0,0.55,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7101W.jpg
INS-7102CU,14KT,4720,2,0.45,INSIGNIA,
INS-7102CU,18KT,5720,2,0.45,INSIGNIA,
INS-7102CU,PLAT,5220,2,0.45,INSIGNIA,
INS-7102OV,14KT,4720,2,0.45,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7102OV.jpg
INS-7102OV,18KT,5720,2,0.45,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7102OV.jpg
INS-7102OV,PLAT,5220,2,0.45,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7102OV.jpg
INS-7102PS,14KT,4720,2,0.45,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7102PS.jpg
INS-7102PS,18KT,5720,2,0.45,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7102PS.jpg
INS-7102PS,PLAT,5220,2,0.45,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7102PS.jpg
INS-7102R,14KT,4720,2,0.45,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7102R.jpg
INS-7102R,18KT,5720,2,0.45,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7102R.jpg
INS-7102R,PLAT,5220,2,0.45,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7102R.jpg
INS-7102W,14KT,4260,0,0.35,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7102W.jpg
INS-7102W,18KT,5260,0,0.35,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7102W.jpg
INS-7102W,PLAT,4760,0,0.35,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7102W.jpg
INS-7103OV,14KT,6360,2,0.7,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7103OV.jpg
INS-7103OV,18KT,7360,2,0.7,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7103OV.jpg
INS-7103OV,PLAT,6860,2,0.7,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7103OV.jpg
INS-7103R,14KT,6360,2,0.7,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7103R.jpg
INS-7103R,18KT,7360,2,0.7,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7103R.jpg
INS-7103R,PLAT,6860,2,0.7,INSIGNIA,https://verragioimagebucket.s3.us-east-2.amazonaws.com/Verragio+White+Background+Images/INS-7103R.jpg
